Train on 22522 samples, validate on 5716 samples
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e1|DDI-DrugBank.d765.s1.e5|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e1|DDI-DrugBank.d765.s1.e6|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e1|DDI-DrugBank.d765.s1.e7|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e1|DDI-DrugBank.d765.s1.e8|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e1|DDI-DrugBank.d765.s1.e9|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e2|DDI-DrugBank.d765.s1.e3|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e2|DDI-DrugBank.d765.s1.e4|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e2|DDI-DrugBank.d765.s1.e5|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e2|DDI-DrugBank.d765.s1.e6|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e2|DDI-DrugBank.d765.s1.e7|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e2|DDI-DrugBank.d765.s1.e8|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e2|DDI-DrugBank.d765.s1.e9|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e3|DDI-DrugBank.d765.s1.e4|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e3|DDI-DrugBank.d765.s1.e5|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e3|DDI-DrugBank.d765.s1.e6|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e3|DDI-DrugBank.d765.s1.e7|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e3|DDI-DrugBank.d765.s1.e8|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e3|DDI-DrugBank.d765.s1.e9|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e4|DDI-DrugBank.d765.s1.e5|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e4|DDI-DrugBank.d765.s1.e6|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e4|DDI-DrugBank.d765.s1.e7|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e4|DDI-DrugBank.d765.s1.e8|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e4|DDI-DrugBank.d765.s1.e9|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e5|DDI-DrugBank.d765.s1.e6|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e5|DDI-DrugBank.d765.s1.e7|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e5|DDI-DrugBank.d765.s1.e8|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e5|DDI-DrugBank.d765.s1.e9|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e6|DDI-DrugBank.d765.s1.e7|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e6|DDI-DrugBank.d765.s1.e8|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e6|DDI-DrugBank.d765.s1.e9|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e7|DDI-DrugBank.d765.s1.e8|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e7|DDI-DrugBank.d765.s1.e9|0|null
DDI-DrugBank.d765.s1|DDI-DrugBank.d765.s1.e8|DDI-DrugBank.d765.s1.e9|0|null
DDI-DrugBank.d670.s0|DDI-DrugBank.d670.s0.e0|DDI-DrugBank.d670.s0.e1|0|null
DDI-DrugBank.d670.s6|DDI-DrugBank.d670.s6.e0|DDI-DrugBank.d670.s6.e1|0|null
DDI-DrugBank.d670.s6|DDI-DrugBank.d670.s6.e0|DDI-DrugBank.d670.s6.e2|0|null
DDI-DrugBank.d670.s6|DDI-DrugBank.d670.s6.e0|DDI-DrugBank.d670.s6.e3|0|null
DDI-DrugBank.d670.s6|DDI-DrugBank.d670.s6.e1|DDI-DrugBank.d670.s6.e2|0|null
DDI-DrugBank.d670.s6|DDI-DrugBank.d670.s6.e1|DDI-DrugBank.d670.s6.e3|0|null
DDI-DrugBank.d670.s6|DDI-DrugBank.d670.s6.e2|DDI-DrugBank.d670.s6.e3|0|null
DDI-DrugBank.d670.s7|DDI-DrugBank.d670.s7.e0|DDI-DrugBank.d670.s7.e1|0|null
DDI-DrugBank.d670.s7|DDI-DrugBank.d670.s7.e0|DDI-DrugBank.d670.s7.e2|0|null
DDI-DrugBank.d670.s7|DDI-DrugBank.d670.s7.e1|DDI-DrugBank.d670.s7.e2|0|null
DDI-DrugBank.d670.s9|DDI-DrugBank.d670.s9.e0|DDI-DrugBank.d670.s9.e1|0|null
DDI-DrugBank.d784.s0|DDI-DrugBank.d784.s0.e0|DDI-DrugBank.d784.s0.e1|0|null
DDI-DrugBank.d784.s3|DDI-DrugBank.d784.s3.e0|DDI-DrugBank.d784.s3.e1|0|null
DDI-DrugBank.d784.s3|DDI-DrugBank.d784.s3.e0|DDI-DrugBank.d784.s3.e2|0|null
DDI-DrugBank.d784.s3|DDI-DrugBank.d784.s3.e1|DDI-DrugBank.d784.s3.e2|0|null
DDI-DrugBank.d784.s4|DDI-DrugBank.d784.s4.e0|DDI-DrugBank.d784.s4.e1|0|null
DDI-DrugBank.d784.s4|DDI-DrugBank.d784.s4.e0|DDI-DrugBank.d784.s4.e2|0|null
DDI-DrugBank.d784.s4|DDI-DrugBank.d784.s4.e0|DDI-DrugBank.d784.s4.e3|0|null
DDI-DrugBank.d784.s4|DDI-DrugBank.d784.s4.e0|DDI-DrugBank.d784.s4.e4|0|null
DDI-DrugBank.d784.s4|DDI-DrugBank.d784.s4.e0|DDI-DrugBank.d784.s4.e5|0|null
DDI-DrugBank.d784.s4|DDI-DrugBank.d784.s4.e0|DDI-DrugBank.d784.s4.e6|0|null
DDI-DrugBank.d784.s4|DDI-DrugBank.d784.s4.e1|DDI-DrugBank.d784.s4.e2|0|null
DDI-DrugBank.d784.s4|DDI-DrugBank.d784.s4.e1|DDI-DrugBank.d784.s4.e3|0|null
DDI-DrugBank.d784.s4|DDI-DrugBank.d784.s4.e1|DDI-DrugBank.d784.s4.e4|0|null
DDI-DrugBank.d784.s4|DDI-DrugBank.d784.s4.e1|DDI-DrugBank.d784.s4.e5|0|null
DDI-DrugBank.d784.s4|DDI-DrugBank.d784.s4.e1|DDI-DrugBank.d784.s4.e6|0|null
DDI-DrugBank.d784.s4|DDI-DrugBank.d784.s4.e2|DDI-DrugBank.d784.s4.e3|0|null
DDI-DrugBank.d784.s4|DDI-DrugBank.d784.s4.e2|DDI-DrugBank.d784.s4.e4|0|null
DDI-DrugBank.d784.s4|DDI-DrugBank.d784.s4.e2|DDI-DrugBank.d784.s4.e5|0|null
DDI-DrugBank.d784.s4|DDI-DrugBank.d784.s4.e2|DDI-DrugBank.d784.s4.e6|0|null
DDI-DrugBank.d784.s4|DDI-DrugBank.d784.s4.e3|DDI-DrugBank.d784.s4.e4|0|null
DDI-DrugBank.d784.s4|DDI-DrugBank.d784.s4.e3|DDI-DrugBank.d784.s4.e5|0|null
DDI-DrugBank.d784.s4|DDI-DrugBank.d784.s4.e3|DDI-DrugBank.d784.s4.e6|0|null
DDI-DrugBank.d784.s4|DDI-DrugBank.d784.s4.e4|DDI-DrugBank.d784.s4.e5|0|null
DDI-DrugBank.d784.s4|DDI-DrugBank.d784.s4.e4|DDI-DrugBank.d784.s4.e6|0|null
DDI-DrugBank.d784.s4|DDI-DrugBank.d784.s4.e5|DDI-DrugBank.d784.s4.e6|0|null
DDI-DrugBank.d784.s7|DDI-DrugBank.d784.s7.e0|DDI-DrugBank.d784.s7.e1|0|null
DDI-DrugBank.d784.s7|DDI-DrugBank.d784.s7.e0|DDI-DrugBank.d784.s7.e2|0|null
DDI-DrugBank.d784.s7|DDI-DrugBank.d784.s7.e0|DDI-DrugBank.d784.s7.e3|0|null
DDI-DrugBank.d784.s7|DDI-DrugBank.d784.s7.e0|DDI-DrugBank.d784.s7.e4|0|null
DDI-DrugBank.d784.s7|DDI-DrugBank.d784.s7.e0|DDI-DrugBank.d784.s7.e5|0|null
DDI-DrugBank.d784.s7|DDI-DrugBank.d784.s7.e0|DDI-DrugBank.d784.s7.e6|0|null
DDI-DrugBank.d784.s7|DDI-DrugBank.d784.s7.e1|DDI-DrugBank.d784.s7.e2|0|null
DDI-DrugBank.d784.s7|DDI-DrugBank.d784.s7.e1|DDI-DrugBank.d784.s7.e3|0|null
DDI-DrugBank.d784.s7|DDI-DrugBank.d784.s7.e1|DDI-DrugBank.d784.s7.e4|0|null
DDI-DrugBank.d784.s7|DDI-DrugBank.d784.s7.e1|DDI-DrugBank.d784.s7.e5|0|null
DDI-DrugBank.d784.s7|DDI-DrugBank.d784.s7.e1|DDI-DrugBank.d784.s7.e6|0|null
DDI-DrugBank.d784.s7|DDI-DrugBank.d784.s7.e2|DDI-DrugBank.d784.s7.e3|0|null
DDI-DrugBank.d784.s7|DDI-DrugBank.d784.s7.e2|DDI-DrugBank.d784.s7.e4|0|null
DDI-DrugBank.d784.s7|DDI-DrugBank.d784.s7.e2|DDI-DrugBank.d784.s7.e5|0|null
DDI-DrugBank.d784.s7|DDI-DrugBank.d784.s7.e2|DDI-DrugBank.d784.s7.e6|0|null
DDI-DrugBank.d784.s7|DDI-DrugBank.d784.s7.e3|DDI-DrugBank.d784.s7.e4|0|null
DDI-DrugBank.d784.s7|DDI-DrugBank.d784.s7.e3|DDI-DrugBank.d784.s7.e5|0|null
DDI-DrugBank.d784.s7|DDI-DrugBank.d784.s7.e3|DDI-DrugBank.d784.s7.e6|0|null
DDI-DrugBank.d784.s7|DDI-DrugBank.d784.s7.e4|DDI-DrugBank.d784.s7.e5|0|null
DDI-DrugBank.d784.s7|DDI-DrugBank.d784.s7.e4|DDI-DrugBank.d784.s7.e6|0|null
DDI-DrugBank.d784.s7|DDI-DrugBank.d784.s7.e5|DDI-DrugBank.d784.s7.e6|0|null
DDI-DrugBank.d717.s0|DDI-DrugBank.d717.s0.e0|DDI-DrugBank.d717.s0.e1|0|null
DDI-DrugBank.d717.s0|DDI-DrugBank.d717.s0.e0|DDI-DrugBank.d717.s0.e2|0|null
DDI-DrugBank.d717.s0|DDI-DrugBank.d717.s0.e1|DDI-DrugBank.d717.s0.e2|0|null
DDI-DrugBank.d717.s1|DDI-DrugBank.d717.s1.e0|DDI-DrugBank.d717.s1.e1|0|null
DDI-DrugBank.d717.s1|DDI-DrugBank.d717.s1.e0|DDI-DrugBank.d717.s1.e2|0|null
DDI-DrugBank.d717.s1|DDI-DrugBank.d717.s1.e1|DDI-DrugBank.d717.s1.e2|0|null
DDI-DrugBank.d669.s0|DDI-DrugBank.d669.s0.e0|DDI-DrugBank.d669.s0.e1|0|null
DDI-DrugBank.d669.s1|DDI-DrugBank.d669.s1.e0|DDI-DrugBank.d669.s1.e1|0|null
DDI-DrugBank.d669.s1|DDI-DrugBank.d669.s1.e0|DDI-DrugBank.d669.s1.e2|0|null
DDI-DrugBank.d669.s1|DDI-DrugBank.d669.s1.e0|DDI-DrugBank.d669.s1.e3|0|null
DDI-DrugBank.d669.s1|DDI-DrugBank.d669.s1.e0|DDI-DrugBank.d669.s1.e4|0|null
DDI-DrugBank.d669.s1|DDI-DrugBank.d669.s1.e0|DDI-DrugBank.d669.s1.e5|0|null
DDI-DrugBank.d669.s1|DDI-DrugBank.d669.s1.e0|DDI-DrugBank.d669.s1.e6|0|null
DDI-DrugBank.d669.s1|DDI-DrugBank.d669.s1.e1|DDI-DrugBank.d669.s1.e2|0|null
DDI-DrugBank.d669.s1|DDI-DrugBank.d669.s1.e1|DDI-DrugBank.d669.s1.e3|0|null
DDI-DrugBank.d669.s1|DDI-DrugBank.d669.s1.e1|DDI-DrugBank.d669.s1.e4|0|null
DDI-DrugBank.d669.s1|DDI-DrugBank.d669.s1.e1|DDI-DrugBank.d669.s1.e5|0|null
DDI-DrugBank.d669.s1|DDI-DrugBank.d669.s1.e1|DDI-DrugBank.d669.s1.e6|0|null
DDI-DrugBank.d669.s1|DDI-DrugBank.d669.s1.e2|DDI-DrugBank.d669.s1.e3|0|null
DDI-DrugBank.d669.s1|DDI-DrugBank.d669.s1.e2|DDI-DrugBank.d669.s1.e4|0|null
DDI-DrugBank.d669.s1|DDI-DrugBank.d669.s1.e2|DDI-DrugBank.d669.s1.e5|0|null
DDI-DrugBank.d669.s1|DDI-DrugBank.d669.s1.e2|DDI-DrugBank.d669.s1.e6|0|null
DDI-DrugBank.d669.s1|DDI-DrugBank.d669.s1.e3|DDI-DrugBank.d669.s1.e4|0|null
DDI-DrugBank.d669.s1|DDI-DrugBank.d669.s1.e3|DDI-DrugBank.d669.s1.e5|0|null
DDI-DrugBank.d669.s1|DDI-DrugBank.d669.s1.e3|DDI-DrugBank.d669.s1.e6|0|null
DDI-DrugBank.d669.s1|DDI-DrugBank.d669.s1.e4|DDI-DrugBank.d669.s1.e5|0|null
DDI-DrugBank.d669.s1|DDI-DrugBank.d669.s1.e4|DDI-DrugBank.d669.s1.e6|0|null
DDI-DrugBank.d669.s1|DDI-DrugBank.d669.s1.e5|DDI-DrugBank.d669.s1.e6|0|null
DDI-MedLine.d159.s0|DDI-MedLine.d159.s0.e0|DDI-MedLine.d159.s0.e1|0|null
DDI-MedLine.d159.s6|DDI-MedLine.d159.s6.e0|DDI-MedLine.d159.s6.e1|0|null
DDI-DrugBank.d590.s0|DDI-DrugBank.d590.s0.e0|DDI-DrugBank.d590.s0.e1|0|null
DDI-DrugBank.d590.s0|DDI-DrugBank.d590.s0.e0|DDI-DrugBank.d590.s0.e2|0|null
DDI-DrugBank.d590.s0|DDI-DrugBank.d590.s0.e0|DDI-DrugBank.d590.s0.e3|0|null
DDI-DrugBank.d590.s0|DDI-DrugBank.d590.s0.e1|DDI-DrugBank.d590.s0.e2|0|null
DDI-DrugBank.d590.s0|DDI-DrugBank.d590.s0.e1|DDI-DrugBank.d590.s0.e3|0|null
DDI-DrugBank.d590.s0|DDI-DrugBank.d590.s0.e2|DDI-DrugBank.d590.s0.e3|0|null
DDI-DrugBank.d590.s1|DDI-DrugBank.d590.s1.e0|DDI-DrugBank.d590.s1.e1|0|null
DDI-DrugBank.d590.s2|DDI-DrugBank.d590.s2.e0|DDI-DrugBank.d590.s2.e1|0|null
DDI-DrugBank.d590.s2|DDI-DrugBank.d590.s2.e0|DDI-DrugBank.d590.s2.e2|0|null
DDI-DrugBank.d590.s2|DDI-DrugBank.d590.s2.e1|DDI-DrugBank.d590.s2.e2|0|null
DDI-DrugBank.d590.s4|DDI-DrugBank.d590.s4.e0|DDI-DrugBank.d590.s4.e1|0|null
DDI-DrugBank.d702.s1|DDI-DrugBank.d702.s1.e0|DDI-DrugBank.d702.s1.e1|0|null
DDI-DrugBank.d702.s1|DDI-DrugBank.d702.s1.e0|DDI-DrugBank.d702.s1.e2|0|null
DDI-DrugBank.d702.s1|DDI-DrugBank.d702.s1.e1|DDI-DrugBank.d702.s1.e2|0|null
DDI-DrugBank.d702.s2|DDI-DrugBank.d702.s2.e0|DDI-DrugBank.d702.s2.e1|0|null
DDI-DrugBank.d702.s2|DDI-DrugBank.d702.s2.e0|DDI-DrugBank.d702.s2.e2|0|null
DDI-DrugBank.d702.s2|DDI-DrugBank.d702.s2.e1|DDI-DrugBank.d702.s2.e2|0|null
DDI-DrugBank.d642.s0|DDI-DrugBank.d642.s0.e0|DDI-DrugBank.d642.s0.e1|0|null
DDI-DrugBank.d642.s1|DDI-DrugBank.d642.s1.e0|DDI-DrugBank.d642.s1.e1|0|null
DDI-DrugBank.d642.s1|DDI-DrugBank.d642.s1.e0|DDI-DrugBank.d642.s1.e2|0|null
DDI-DrugBank.d642.s1|DDI-DrugBank.d642.s1.e1|DDI-DrugBank.d642.s1.e2|0|null
DDI-MedLine.d194.s0|DDI-MedLine.d194.s0.e0|DDI-MedLine.d194.s0.e1|0|null
DDI-MedLine.d194.s4|DDI-MedLine.d194.s4.e0|DDI-MedLine.d194.s4.e1|0|null
DDI-MedLine.d194.s5|DDI-MedLine.d194.s5.e0|DDI-MedLine.d194.s5.e1|0|null
DDI-MedLine.d194.s9|DDI-MedLine.d194.s9.e0|DDI-MedLine.d194.s9.e1|0|null
DDI-MedLine.d194.s10|DDI-MedLine.d194.s10.e0|DDI-MedLine.d194.s10.e1|0|null
DDI-MedLine.d194.s10|DDI-MedLine.d194.s10.e0|DDI-MedLine.d194.s10.e2|0|null
DDI-MedLine.d194.s10|DDI-MedLine.d194.s10.e0|DDI-MedLine.d194.s10.e3|0|null
DDI-MedLine.d194.s10|DDI-MedLine.d194.s10.e0|DDI-MedLine.d194.s10.e4|0|null
DDI-MedLine.d194.s10|DDI-MedLine.d194.s10.e1|DDI-MedLine.d194.s10.e2|0|null
DDI-MedLine.d194.s10|DDI-MedLine.d194.s10.e1|DDI-MedLine.d194.s10.e3|0|null
DDI-MedLine.d194.s10|DDI-MedLine.d194.s10.e1|DDI-MedLine.d194.s10.e4|0|null
DDI-MedLine.d194.s10|DDI-MedLine.d194.s10.e2|DDI-MedLine.d194.s10.e3|0|null
DDI-MedLine.d194.s10|DDI-MedLine.d194.s10.e2|DDI-MedLine.d194.s10.e4|0|null
DDI-MedLine.d194.s10|DDI-MedLine.d194.s10.e3|DDI-MedLine.d194.s10.e4|0|null
DDI-MedLine.d194.s11|DDI-MedLine.d194.s11.e0|DDI-MedLine.d194.s11.e1|0|null
DDI-MedLine.d194.s15|DDI-MedLine.d194.s15.e0|DDI-MedLine.d194.s15.e1|0|null
DDI-MedLine.d194.s16|DDI-MedLine.d194.s16.e0|DDI-MedLine.d194.s16.e1|0|null
DDI-MedLine.d194.s17|DDI-MedLine.d194.s17.e0|DDI-MedLine.d194.s17.e1|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e0|DDI-DrugBank.d615.s0.e1|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e0|DDI-DrugBank.d615.s0.e2|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e0|DDI-DrugBank.d615.s0.e3|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e0|DDI-DrugBank.d615.s0.e4|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e0|DDI-DrugBank.d615.s0.e5|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e0|DDI-DrugBank.d615.s0.e6|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e0|DDI-DrugBank.d615.s0.e7|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e1|DDI-DrugBank.d615.s0.e2|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e1|DDI-DrugBank.d615.s0.e3|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e1|DDI-DrugBank.d615.s0.e4|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e1|DDI-DrugBank.d615.s0.e5|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e1|DDI-DrugBank.d615.s0.e6|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e1|DDI-DrugBank.d615.s0.e7|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e2|DDI-DrugBank.d615.s0.e3|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e2|DDI-DrugBank.d615.s0.e4|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e2|DDI-DrugBank.d615.s0.e5|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e2|DDI-DrugBank.d615.s0.e6|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e2|DDI-DrugBank.d615.s0.e7|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e3|DDI-DrugBank.d615.s0.e4|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e3|DDI-DrugBank.d615.s0.e5|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e3|DDI-DrugBank.d615.s0.e6|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e3|DDI-DrugBank.d615.s0.e7|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e4|DDI-DrugBank.d615.s0.e5|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e4|DDI-DrugBank.d615.s0.e6|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e4|DDI-DrugBank.d615.s0.e7|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e5|DDI-DrugBank.d615.s0.e6|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e5|DDI-DrugBank.d615.s0.e7|0|null
DDI-DrugBank.d615.s0|DDI-DrugBank.d615.s0.e6|DDI-DrugBank.d615.s0.e7|0|null
DDI-DrugBank.d615.s1|DDI-DrugBank.d615.s1.e0|DDI-DrugBank.d615.s1.e1|0|null
DDI-DrugBank.d615.s1|DDI-DrugBank.d615.s1.e0|DDI-DrugBank.d615.s1.e2|0|null
DDI-DrugBank.d615.s1|DDI-DrugBank.d615.s1.e0|DDI-DrugBank.d615.s1.e3|0|null
DDI-DrugBank.d615.s1|DDI-DrugBank.d615.s1.e1|DDI-DrugBank.d615.s1.e2|0|null
DDI-DrugBank.d615.s1|DDI-DrugBank.d615.s1.e1|DDI-DrugBank.d615.s1.e3|0|null
DDI-DrugBank.d615.s1|DDI-DrugBank.d615.s1.e2|DDI-DrugBank.d615.s1.e3|0|null
DDI-MedLine.d217.s0|DDI-MedLine.d217.s0.e0|DDI-MedLine.d217.s0.e1|0|null
DDI-MedLine.d217.s2|DDI-MedLine.d217.s2.e0|DDI-MedLine.d217.s2.e1|0|null
DDI-MedLine.d217.s4|DDI-MedLine.d217.s4.e0|DDI-MedLine.d217.s4.e1|0|null
DDI-MedLine.d217.s4|DDI-MedLine.d217.s4.e0|DDI-MedLine.d217.s4.e2|0|null
DDI-MedLine.d217.s4|DDI-MedLine.d217.s4.e0|DDI-MedLine.d217.s4.e3|0|null
DDI-MedLine.d217.s4|DDI-MedLine.d217.s4.e0|DDI-MedLine.d217.s4.e4|0|null
DDI-MedLine.d217.s4|DDI-MedLine.d217.s4.e1|DDI-MedLine.d217.s4.e2|0|null
DDI-MedLine.d217.s4|DDI-MedLine.d217.s4.e1|DDI-MedLine.d217.s4.e3|0|null
DDI-MedLine.d217.s4|DDI-MedLine.d217.s4.e1|DDI-MedLine.d217.s4.e4|0|null
DDI-MedLine.d217.s4|DDI-MedLine.d217.s4.e2|DDI-MedLine.d217.s4.e3|0|null
DDI-MedLine.d217.s4|DDI-MedLine.d217.s4.e2|DDI-MedLine.d217.s4.e4|0|null
DDI-MedLine.d217.s4|DDI-MedLine.d217.s4.e3|DDI-MedLine.d217.s4.e4|0|null
DDI-MedLine.d217.s5|DDI-MedLine.d217.s5.e0|DDI-MedLine.d217.s5.e1|0|null
DDI-MedLine.d217.s5|DDI-MedLine.d217.s5.e0|DDI-MedLine.d217.s5.e2|0|null
DDI-MedLine.d217.s5|DDI-MedLine.d217.s5.e1|DDI-MedLine.d217.s5.e2|0|null
DDI-MedLine.d217.s11|DDI-MedLine.d217.s11.e0|DDI-MedLine.d217.s11.e1|0|null
DDI-DrugBank.d675.s0|DDI-DrugBank.d675.s0.e0|DDI-DrugBank.d675.s0.e1|0|null
DDI-DrugBank.d675.s0|DDI-DrugBank.d675.s0.e0|DDI-DrugBank.d675.s0.e2|0|null
DDI-DrugBank.d675.s0|DDI-DrugBank.d675.s0.e0|DDI-DrugBank.d675.s0.e3|0|null
DDI-DrugBank.d675.s0|DDI-DrugBank.d675.s0.e0|DDI-DrugBank.d675.s0.e4|0|null
DDI-DrugBank.d675.s0|DDI-DrugBank.d675.s0.e1|DDI-DrugBank.d675.s0.e2|0|null
DDI-DrugBank.d675.s0|DDI-DrugBank.d675.s0.e1|DDI-DrugBank.d675.s0.e3|0|null
DDI-DrugBank.d675.s0|DDI-DrugBank.d675.s0.e1|DDI-DrugBank.d675.s0.e4|0|null
DDI-DrugBank.d675.s0|DDI-DrugBank.d675.s0.e2|DDI-DrugBank.d675.s0.e3|0|null
DDI-DrugBank.d675.s0|DDI-DrugBank.d675.s0.e2|DDI-DrugBank.d675.s0.e4|0|null
DDI-DrugBank.d675.s0|DDI-DrugBank.d675.s0.e3|DDI-DrugBank.d675.s0.e4|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e0|DDI-DrugBank.d675.s2.e1|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e0|DDI-DrugBank.d675.s2.e2|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e0|DDI-DrugBank.d675.s2.e3|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e0|DDI-DrugBank.d675.s2.e4|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e0|DDI-DrugBank.d675.s2.e5|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e0|DDI-DrugBank.d675.s2.e6|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e0|DDI-DrugBank.d675.s2.e7|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e0|DDI-DrugBank.d675.s2.e8|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e0|DDI-DrugBank.d675.s2.e9|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e0|DDI-DrugBank.d675.s2.e10|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e0|DDI-DrugBank.d675.s2.e11|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e0|DDI-DrugBank.d675.s2.e12|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e0|DDI-DrugBank.d675.s2.e13|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e1|DDI-DrugBank.d675.s2.e2|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e1|DDI-DrugBank.d675.s2.e3|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e1|DDI-DrugBank.d675.s2.e4|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e1|DDI-DrugBank.d675.s2.e5|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e1|DDI-DrugBank.d675.s2.e6|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e1|DDI-DrugBank.d675.s2.e7|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e1|DDI-DrugBank.d675.s2.e8|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e1|DDI-DrugBank.d675.s2.e9|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e1|DDI-DrugBank.d675.s2.e10|0|null
DDI-DrugBank.d675.s2|DDI-DrugBank.d675.s2.e1|DDI-DrugBank.d675.s2.e11|0|null
